item_id,item_name,domain,review_text,rating
B00S02EJZW,"Perfecto 100% Pure Badger Shaving Brush Engineered to deliver the Best Shave of Your Life!!! No Matter what method you use, Safety Razor, Double Edge Razor, Staight Razor or Shaving Razor, This is the Best Badger Brush!!!",Personal_Care_Appliances,5,"This brush is stiff enough for me to whip up a great lather, but soft enough to be smooth and very comfortable.  I am &#34;old School&#34; and shave with the old double blade Wilkinson Sword razor blades and a Merkur non adjustable razor.  My old brush (20+ yrs old) had shed so much, I had forgotten how nice a new shaving brush would feel.  The Perfecto Brush is perfect for me and arrived in a very timely manner.  I highly recommend it."
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,4,Received a complimentary bottle of this supplement. Service was quick and easy. Have only used the product for 5-6 days so far - so no way of giving meaningful results review. But certainly no problems thus far.
B00HXXO332,"Pulse Oximeter, Blood Oxygen Monitor",Personal_Care_Appliances,5,This Pulse Oximeter works just as expected and I'm very pleased with it.
B00HES9CMS,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,5,"This is the first time I have bought Organic Cacao Powder. I use it in my smoothies and I have no complaints. It tastes great to me and my husband! However, I can't compare it to any other organic cacao powder."
B0006VJ6TO,Body Back Company’s Body Back Buddy Trigger Point Therapy Self Massage Tool - PARENT,Personal_Care_Appliances,5,The Back Buddy is worth every cent. It is great to find a product that is low priced but works so well. I have recommended the Back Buddy to several of my friends.
B00266WFFO,Golden Technologies Alante' HD Power Chair in Candy Apple Red,Personal_Care_Appliances,5,"This chair is amazing! Took it to Disneyland and I had no problems with it at all. I arrived at 9:00 A.M. and didn't depart until after 1:00 A.M. and my batteries still had a full charge. I like the speediness of my chair. 6 mph, gets you were you have to go quickly. Easy to operate and turns on a dime. I love this chair."
B000SOQ30E,"MedMobile® BATHTUB TRANSFER BENCH / BATH CHAIR WITH BACK, WIDE SEAT, ADJUSTABLE SEAT HEIGHT, SURE-GRIPED LEGS, LIGHTWEIGHT, DURABLE, RUST-RESISTANT SHOWER BENCH",Personal_Care_Appliances,1,I couldn't build it
B00JREBZLS,"OPTP PRO-ROLLER Soft Density Foam Roller - Durable Roller for Massage, Stretching, Fitness, Yoga and Pilates",Personal_Care_Appliances,5,Nicely supports the moves and stretches that I was wanting it for. Great price for what I've seen similar products going for much more.
B004O276PW,doTERRA On Guard Foaming Dispenser,Personal_Care_Appliances,5,"I absolutely love the PastTense blend. I suffer from chronic migraines and this is the only product that has helped take any sort of edge off. It's perfect, because it fits in your purse (or pocket for men) and can be taken anywhere. A little goes a long way with this product, which makes the price point totally worth it! Anyone who gets headaches or migraines on a regular basis needs to give this product a try!"
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,4,it ok . it work
B00598WTRU,Aloha Eyewear “Stone Creek MX1” Men’s Sports Wrap-Around Bifocal Reading Sunglasses,Personal_Care_Appliances,4,Very nice quality and light weight.
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,5,good sex
B004O23YE4,doTERRA Cypress Essential Oil,Personal_Care_Appliances,4,Works great for me.
B00K504UUG,Syrtenty Electrodes - Multiple size and quantity options,Personal_Care_Appliances,5,"Works like the one in the doctors office but you need to be careful of intensity, read the instructions before using.  Great value."
B00QH96JQC,The Muscle Stick Original Massage Roller,Personal_Care_Appliances,4,"wish there were an insert on how to use for different parts of body (i.e., position, angles, etc.).  works for what I wanted though, which is to roll out the thighs while sitting and to have handy when the dreaded thigh cramps happen."
B00HES9CMS,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,5,Great product.  Made really great homemade brownies.  Love that it's organic and I also like the larger size of the package.
B00FVYWDEG,"Doc Ortho Ultra Soft Silver Diabetic Socks, 2 Pairs, Crew",Personal_Care_Appliances,5,Bought these from my husband who has tried so many socks.  He is not a diabetic but all the socks he has tried seem too tight around his calf.  He loves them so much that he wants to buy 10 more to stock up.  Worth a try if you haven't found the perfect sock.
B0006VJ6TO,Body Back Company’s Body Back Buddy Trigger Point Therapy Self Massage Tool - PARENT,Personal_Care_Appliances,5,My physical therapist recommended that I try this.  I ordered it from Amazon the same day and it arrived just a couple of days later!  This thing is amazing!  So glad that i GOT IT!!!
B0024QV3F4,"Fitterfirst Professional Balance Board - 20""",Personal_Care_Appliances,5,"Daughter states that it has helped reduce her foot pain, with the work outs."
B008S4PW6M,Norelco AT875 Deluxe AquaTec Rotary Razor,Personal_Care_Appliances,5,It does a great job with really close and comfortable shaves.
B002CX5WGK,DOVETAIL: Phone Amplified Ringer With Flashing Light for Hearing Impaired,Personal_Care_Appliances,5,satisfied
B000O7JV4A,Clapper Plus,Personal_Care_Appliances,1,Use the lamp switch. That is what it is there for.
B0000537JQ,Ezy Dose Weekly,Personal_Care_Appliances,5,"The only pill box with sections large enough to hold ALL the required medications.  The locking mechanism is easy to use, and prevents unintended spills.  We are using a box for each DAY of the week, remarked to accommodate medication times; therefore, we ordered seven. They came in a variety of colors to  make it easy to differentiate while preparing medications for a week."
B0000532OV,Ezy Dose Saftey Shield Pill Cutter,Personal_Care_Appliances,5,This is the best pill cutter I've ever used. I had already purchased and used one. It has worked so well that I decided to order one to keep in my office and another for a spare.
B00OYRW4UE,"Elite Sportz Exercise Sliders are Double Sided and Work Smoothly on Any Surface. Wide Variety of Low Impact Exercise’s You Can Do. Full Body Workout, Compact for Travel or Home Ab Workout",Personal_Care_Appliances,5,Perfect
B00LMEWGCI,"Balance Living Buckwheat Pillow, King Size",Personal_Care_Appliances,5,"Love the pillow! Feels cool, really provides a good supportive nights sleep.<br /><br />Complaints: (let's be honest, I'm being nitpicky here)<br />its heavy and a bit noisy (crunching sound when you shift or move it, given its full of grain to be expected)."
B00012FJ9O,Lobob Soft Contact Insertion/Removal Kit,Personal_Care_Appliances,1,Does not work at all to remove contacts
B003CDXJUK,Hearing Aid Battery Powerone size 10 made in Germany Genuine 60 Pack,Personal_Care_Appliances,5,Easy to put into hearing aid.
B00OYRW4UE,"Elite Sportz Exercise Sliders are Double Sided and Work Smoothly on Any Surface. Wide Variety of Low Impact Exercise’s You Can Do. Full Body Workout, Compact for Travel or Home Ab Workout",Personal_Care_Appliances,5,Product as advertised and service was very good and so very prompt.
B00DSNEZU2,"Sudden Change Eyelid Lifter Creme, 1 Ounce",Personal_Care_Appliances,2,Does not work all the time
B00J7G96NK,Oral B Glide Floss Picks - 30 ct - 8 pk,Personal_Care_Appliances,5,The only floss I use. Very strong and works great.
B00K504UUG,Syrtenty Electrodes - Multiple size and quantity options,Personal_Care_Appliances,5,Works good for the price.
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,4,"I have noticed improved stamina in my gym workouts.  Others have commented on it.  Though I am very committed to my workout routine, I feel this is helping me and getting some notice."
B008320WGO,INFINITE ALOE SKIN CARE - ORIGINAL - (1 - 8oz jar) + (2 - 0.5oz jars),Personal_Care_Appliances,5,"We tried it on a Saturday at Costco.  I wasn't sure because of the price.  I went back the next day with my college-age daughter and ended up buying it.  We both love it.  She recently, inexplicably had stretch marks appear on the back of both legs.  After one week of applying the cream 2x per day, the stretch marks are almost completely gone!"
B006PW8Q44,"Febreze Air Refresher, Mediterranean Lavender 8.8 oz",Personal_Care_Appliances,5,works well
B00O2E4J7A,doTERRA Correct-X Essential Ointment 15 mL,Personal_Care_Appliances,5,Very Good!
B004O275X0,doTERRA Eucalyptus Essential Oil,Personal_Care_Appliances,5,"I use this daily. Just a couple of drops in my water in the morning, helps with weight loss!"
B00UNLSL5C,Toe Separators - Durable Comfortble Gel Separator for Pedicures and Stretching - Set of 2 - Better Than Foam and Easy To Clean - Salon Style Pedicure,Personal_Care_Appliances,5,"My mother and sister love to paint their nails so,i bought 2 pairs of this one for my mother and the other for my sister and they really use it a lot when they are painting. They say they love it because,&#34;they dont paint the whole feet instead just the nails&#34;.Also are very comfortable(yeah,i use it once just for feel the gel),"
B006B8DT1M,Good Grips Fork - Weighted,Personal_Care_Appliances,5,worked for me
B0012LP63C,WatchMinder 2 Silent Alarm & Reminder Watch System,Personal_Care_Appliances,5,"This watch is really good.  I've had it a year now,  wanting to use a product thoroughly before leaving a rating.<br /><br />No thanks to RLS and Fibramyalgia,  I must take different medications 5 lousy times a day.  I used to forget one or two times every day, and would then really suffer.  The Watchminder quietly reminds me not only that it is time to take the med's,  but also which set of meds,  thanks to the watch's ability to allow a written reminder.  It has never failed me,  ever.  And I'm not a gentle wearer; I am outside gardening, riding ATV's,  jet boating,  doing housework,  on and on.  The watch face is banged and scratched and I've changed the band to a stretch band,  but that's been my only change.  Once forgot to charge it (needs charging about once every 3 weeks),  and the batt went dead, dead, with watch face totally blank.  It charged right back up again,  just fine.<br /><br />You truly are buying a watch with quality and efficiency.  And did I mention it keeps on-the-dot time too?  LOVE THIS PURCHASE!"
B00DH3TODQ,Biotech DermaSilk Flawless Erase - 0.75 fl oz,Personal_Care_Appliances,5,works!
B00J7G9Z7C,"Fresh 'n Brite Denture Cleaning Paste, 3.8 Ounce (Pack of 2)",Personal_Care_Appliances,5,THESE WERE FINE
B00UNLSL5C,Toe Separators - Durable Comfortble Gel Separator for Pedicures and Stretching - Set of 2 - Better Than Foam and Easy To Clean - Salon Style Pedicure,Personal_Care_Appliances,5,"My cousin is called Maria, she likes to paint her nails, but she has just 13 years old. Always when she is trying to paint her toes she get all her toes dirty by the contact between her fingers. So she called me for help, so I had take the decision to search on Amazon for a solution and I have found this &#34;Toe Separators&#34; and I bought it and  bring to her. She says that now, every single time that she paints her toes they seen completely beautiful painted."
B008MA41S2,"Soozier Full Round Massage Bolster Pillow - Black - 25"" x 6""",Personal_Care_Appliances,1,"Terrible product and terrible customer service as they wouldn't provide a return even within the 30 days of purchase. I tried using this under my knees as I suffer from back pain. I was unable to sleep on multiple occasions trying to use it. It is firm and it gets hot fairly quickly. I  put a pillow case around it and it still got hot quickly, and felt uncomfortable under my knees. Skip this product."
B005BWG7JA,FootSmart SmartFlexx Stretching Device for Plantar Fasciitis and Achilles Tendonitis,Personal_Care_Appliances,5,"I have been using this to combat plantar fasciitis.  It is quick and enables you to thoroughly stretch out your calf (and, in my case the tendon that's giving me trouble) in a quick and painless manner.  Works well, easy to use and is solidly designed."
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,5,"Arrived fresh and well packaged.  The Tongkat Ali, L-Arginine and Ginseng mix seems to work well before and after workouts."
B0006VJ6TO,Body Back Company’s Body Back Buddy Trigger Point Therapy Self Massage Tool - PARENT,Personal_Care_Appliances,3,"It's ok. Not like getting a real massage of course. But if you have knots in your back, I could see this helping somewhat to release tension."
B00ZOJ5FSE,Supernatural TV Show DEAN'S Stainless Steel RING - Men's Size 10,Personal_Care_Appliances,1,Not even close to stainless steel. Worst quality ever
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,1,It sucked
B00HES9CMS,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,5,Absolutely love this! Can't live without it.. It gives u natural energy and has lots of vitamins😊I put it in my coffee and smoothies I make!!!
B00NN853HQ,Moonriver Beauty Large Fluff Eye Brush,Personal_Care_Appliances,5,This is a soft brush that works perfectly to blend your eyeshadow. Easy to clean with bristles not falling out.  Great brush.
B0006VJ6TO,Body Back Company’s Body Back Buddy Trigger Point Therapy Self Massage Tool - PARENT,Personal_Care_Appliances,5,This is wonderful. I liked mine so much that I ordered two more and gave them as birthday gifts.
B00XZJ2G46,"Vision Spinner II Variable Voltage Battery, 1600mAh",Personal_Care_Appliances,5,arrived quickly and works
B000H47GCO,The Original McKenzie Lumbar Roll by OPTP - Low Back Support for Office Chairs and Car Seats,Personal_Care_Appliances,5,Everything great
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,5,as said
B000KNA6KQ,Invacare Clamp-On Raised Toilet Seat with Arms,Personal_Care_Appliances,5,"Works very well, easy to remove from toilet for cleaning or transport when traveling."
B00RWIWFFQ,ECSEM Replacement Bands & Metal Clasps for Samsung Galaxy Gear Fit Bracelet Smart Wristband Wireless Activity Bracelet Sport Bracelet Sport Arm Band Armband,Personal_Care_Appliances,5,Excellent product. Fast delivery.
B00XZJ2G46,"Vision Spinner II Variable Voltage Battery, 1600mAh",Personal_Care_Appliances,1,"I should of listened to the other reviews.&#34;IT DID NOT WORK RIGHT OUT OF THE BOX&#34;<br />I should know by now WE get what we pay for,I just wanted to save 10 or 15 bucks on buying<br />one from the vape store,And i learned my lesson for the last time,"
B000NIFVM6,"Serola Sacroiliac Belt, Small hip up to 34-Inch",Personal_Care_Appliances,5,"This belt was recommended by my wife's physical therapist.  It is a high quality, brand name belt that gives her the support help recommended by the therapist.  Suggest you have the advice of your physical therapist before using such devices.  Would definitely buy again.  Therapist offered the same belt, but at a much higher price."
B0000537JQ,Ezy Dose Weekly,Personal_Care_Appliances,5,"It is gigantic.  Too big for me but that's my issue.  If you need a giant pill box, this is for you."
B002PL33AQ,"Zephyr HxM BT Wireless Heart Rate Sensor, Black",Personal_Care_Appliances,5,"After 20+  hours use:<br /><br />Battery life is huge, I only recently gave it a second charge.<br />Strap is easy to latch (hook) together.<br />Connects automatically, repeatably, with your device as long as you have paired them the first time. No fumbling with phone settings to connect.<br /><br />Compatible with Endomondo.  Once you tell Endomondo what device you are using,  it will remember and automatically pick up the data.  All I do is turn on the Bluetooth on the phone,  put on the Zephyr,  open Endomondo,  and wait for Endomondo to begin showing a heart rate."
B000BRNIQK,PHI-TEN Titanium Discs 70 DISCS,Personal_Care_Appliances,5,"I was wearing a necklace, then I used these. I love them and would recommend buying and trying. They will stay on, even under extreme sweat."
B00KRZR0OM,Water & Wood Lovely Bendable 3D Animals Cartoon Watches Kids Children Toy Gift,Personal_Care_Appliances,4,"adorable watch. Takes a little while for delivery but worth the wait. You do have to keep an eye on the face of the watch, it tends to pop out after a time due to the bending etc but as long as you keep an eye on it, it doesn't seem to be a problem."
B00K504UUG,Syrtenty Electrodes - Multiple size and quantity options,Personal_Care_Appliances,3,The pads are Compatible with my devices but the adhesive isn't the best
B000FU107C,Medical Grade Vaginal Dilator Set,Personal_Care_Appliances,5,looks and seems cheap but is made well enough and it truly helping with my vaginismus.
B0001APXWY,Oral Ivy Liquid Boericke & Tafel 1 oz Liquid,Personal_Care_Appliances,5,Wow!  I'm going to order this every year. Best relief I've found for poison ivy
B000SOQ30E,"MedMobile® BATHTUB TRANSFER BENCH / BATH CHAIR WITH BACK, WIDE SEAT, ADJUSTABLE SEAT HEIGHT, SURE-GRIPED LEGS, LIGHTWEIGHT, DURABLE, RUST-RESISTANT SHOWER BENCH",Personal_Care_Appliances,5,This is a great item...probably influenced by the glorious shower it allowed me after 2 weeks without.  A bit of a beast to put together... (lots of nuts and bolts.) Sturdy and easy to use... no good for folks without a curtain type shower. You do need a hand held shower to make this easy..I have a curtain shower and so was easy to prevent water on the floor... I have a fixed shower head but it still worked fine.  Arm goes on either end.
B00HES9CMS,"Viva Naturals #1 Best Selling Certified Organic Cacao Powder from Superior Criollo Beans, 1 LB Bag",Personal_Care_Appliances,5,"Smooth taste, easy to mix into recipes, and I like knowing it has health benefits! Used in so many recipes...results just in: yummy chocolatey goodness that is better for you. Thanks for making a superior product."
B0000532OV,Ezy Dose Saftey Shield Pill Cutter,Personal_Care_Appliances,4,Small and works great.
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,5,I have taken the pills for a couple of days. I do feel more energetic and sexually desired. I am very satisfied with this product. Great buy!
B011JCDFOA,1200 Degree eNail with Banger,Personal_Care_Appliances,5,"So far so good really happy with the color of the box, coil turns red during heat ups, have heard that is a bad thing ?..  Will post update in few moths"
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,2,Did the opposite didn't notice more sex drive but less stop taking it. And was back to where I started  Daily sex and good stamina.
B0054QJK0G,Blood Typing Test Kit Eldoncard,Personal_Care_Appliances,5,worked and was a good project for our family and now we have a permanent record for emergency's.
B003CDXJUK,Hearing Aid Battery Powerone size 10 made in Germany Genuine 60 Pack,Personal_Care_Appliances,5,good
B005PGFAOU,Readers Microvision W-Case 1.50,Personal_Care_Appliances,1,Tips fell off after first use. Should be better made for price.
B001CHCQ9I,Massage Table Sheet Set - Poly/cotton,Personal_Care_Appliances,3,So-so quality.  Somewhat thin and a little rough.  No complaints from my clients though.  Washes well.
B0000537JQ,Ezy Dose Weekly,Personal_Care_Appliances,5,Very nice size to accommodate an increased number of pills.
B00H9L7VIW,"boostULTIMATE - 60 Capsules - Increase Workout Stamina, Muscle Size, Energy & More 1 Month Supply",Personal_Care_Appliances,3,"(Disclosure: I have been provided this product to test with the understanding that I will write a product review that is accurate and completely honest.) As I age, I have concerns about maintaining a youthful level of testosterone. While I do not suffer from ED or low libido, there are many other reasons that men would want to insure adequate and healthy testosterone production, muscle-body fat ratio, bone density, brain health, etc. One of the drawbacks to many low-T therapies is hair loss. When I looked at the list of ingredients in this product I saw “pumpkin seed powder” which helps prevent the conversion of testosterone to DHT which contributes to hair loss. I looked at the other ingredients and was familiar nearly all the ingredients, having most of them already in my vitamin cabinet in some form or another. Based on that I figured I would give this product a try. The first day I took the product, within hours I felt like I’d swallowed a fistful of guarana capsules - I was zooming. I did not think much about it or even relate it to taking the product. By day 4 I became alarmed as I nearly no sleep for the previous three nights. I went back to ingredients list of the product and saw a name I did not recognize, Tongkat Ali - the main ingredient. I googled side effects for Tongkat Ali (which goes by many different names) and found it under the name EURYCOMA LONGIFOLIA on WebMD. While there was nothing to suggest that there is anything wrong with using the herb, I did read that sleeplessness is one possible side effect. I went back to the product bottle, and it is listed there as a reason to discontinue use, I immediately stopped taking it for the rest of the week. I decided I would start again in one week, but drop the dose to half, a single pill per day and see if that would be different. Unfortunately I had the same speedy, sleepless reaction to even half a dose. While I can find nothing wrong with the product or its ingredients via Google searches, it seems like it may not be for people like me who are highly reactive to drug in general. And like any supplement, read the warning label on the product before using."
