item_id,item_name,domain,review_text,rating
B00UZRV9MG,Portable Compact Washer and Spin Dry Cycle with Built in Pump (33L Washer & 16L Spin Dryer),Major Appliances,5,This is so very AWESOME!!!!!  Love it!!!!
B008KTIGZ4,GE GTUP270EMWW Spacemaker 9.2 Cu. Ft. White Electric Washer/Dryer Combo,Major Appliances,1,"The dryer for this stackable unit destroys clothes.  A loose button is found almost every time buttoned up shirts go in the dryer.  The vent holes to the lint trap are very large, and just the right size for buttons to be lodge in to be ripped off.  I have had buttons destroyed and holes ripped open when the buttons get ripped off.  All they need to do is design a replacement piece and I will get to keep my buttons."
B005DJ7CFE,Appliance Art Instant Stainless Large Magnet Dishwasher Cover,Major Appliances,5,It was everything I needed it to be
B00JF7ZUQS,"Kenmore 46 9991, 469996, GE MWF compatible water filter",Major Appliances,1,My filter only worked for a week or Two!
B004HXDLJ8,Whynter BWR-18SD 18 Bottle Built-In Wine Refrigerator,Major Appliances,4,"I've had this product for one year and it's has already stopped working.  I purchased the 3-year Smart Guard protection on it which at first, attempted to find someone to come repair the issue, but instead they are just sending me an entire new wine cooler.  So, I would highly recommend purchasing the protection plan, just in case!"
B003GFAY5C,Broan 30W in. QP2 Under Cabinet Range Hood,Major Appliances,5,Bought this for a rental unit and now considering replacing my hood at home. EXCELLENT lighting. Fan works well too.
B004Q6K36A,Avanti 1.7-Cubic Foot Superconductor Beverage Cooler W/Mirrored Finish Glass Door,Major Appliances,5,very happy with purchase.  Quiet.  Used for soft drinks.
B005GM942C,Panda Small Mini Counter Top Portable Compact Washer Washing Machine 5.5-10lbs,Major Appliances,3,The rinse cycle leaves a lot to be desired. If you dont add too much soap works great though.
B00V03PK74,Kalamera freestanding series wine cooler-KRC-120A2,Major Appliances,3,They claim that it holds 52 bottles.  i could barely squeeze in about 47 and these were at a tightness to where i was concerned that i would break the wood drawers.
B001DPNXPU,Maytag Clothes Dryer Thermostat Thermal Fuse 303392,Major Appliances,5,perfect fit
B00ODBTQ70,Supco DE0019A Dryer Heating Element,Major Appliances,5,Arrived quickly and was easy to install
B0055UBB4O,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,5,Didn't use it long so I can't attest to that but for the price it is extremely good looking and feels like a quality build. Just know it's small - you will not be nuking turkeys in this - and it's not super high wattage so it may take a bit longer. So if you must have your canned soup in 2-1/2 minutes and not 3 then this won't work.
B005NK21MM,EdgeStar 6 Place Setting Countertop Portable Dishwasher,Major Appliances,1,"Worked great until it stopped working.    Twice I've had one of these go out on me.  The first time I ran it without the water turned on (my fault, but it can detect that there's no water nd it keeps running anyway -- what the hell!) and it developed a leak.  I'd had it about 30 days and the company exchanged it for me.  The 2nd time I have been using it correctly with great results for about 1 year.  Then yesterday it started making a different noise than it usually makes -- it sounded like a pump was frozen up - and there was a burning smell.  And it again developed a leak in the bottom.  Disappointed.  It's probably past the warrantee now so I'll likely just have to junk it.  Not sure if I will get another one or not as they all seem to be the same brand available on Amazon so they may all have the same quality issues."
B0052G14E8,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,4,"Very nice microwave, great price"
B004TSP5EA,GE GPF65 Dishwasher Bracket Kit - Non Wood Countertop Installation,Major Appliances,5,Perfect
B005JSDOLK,"20"" x 20"" Microfiber Filters for Box Fans, 60 Day Filtration (Set of 2): Box Fan Not Included",Major Appliances,5,Awesome
B00NK0PUQG,125 Universal White Dishwasher Rack Tip Tine Cover Caps Just Push On to Repair,Major Appliances,5,"sometimes comes off, but overall, just fine"
B002QUAPSO,Breathing Mobile Washer Classic - Portable Clothes Washing Machine - Handheld - Manual - Mobile Hand Powered Laundry Solution - Superior Materials and Construction,Major Appliances,5,works great!!!!!!
B00L1JT4YM,Samsung DA29-00020B Compatible Water Filter - Refrigerator,Major Appliances,5,Thank you
B0073B0YBO,"Bosch SPE5ES55UC 500 Series 18"" Undercounter Dishwasher With Stainless Steel EuroTub 46 dBA ActiveTab Tray Water Softener AquaStop Plus EcoSense Half Load Option: Stainless",Major Appliances,3,"I rarely do reviews, but wanted to let people know about the deceptive marketing on this dishwasher.  We did a remodel and due to space constraints needed an 18 inch dishwasher.  We replaced a Kenmore dishwasher rated at 50 db.  The Bosch sounds like a freight train in our kitchen compared to the Kenmore.  We couldn't tell the Kenmore was on, but with the Bosch we can't run it when we are home.  It drowns out the TV and forget about getting any sleep when it is running (the bedroom is on one side of the kitchen and the living room on the other).  Whoever rated this at 46 db must be hard of hearing.<br /><br />The plus side is that it has great features and cleans well.  The only other negative is that door doesn't let you prop it open.  I like to open it a couple inches after it is done to let the dishes dry thoroughly.  The Kenmore would stay in any partially open position, but the Bosch is basically full open or closed and there is no way to adjust the tension on the spring to operate the door."
B00M9N9D36,HOMEIMAGE Thermo Electric Wine Cooler for 12 Bottles with Vertical Rack - HI-12C,Major Appliances,4,"Note that this only chills to a low of 51 degrees. I probably would have bought another model had I realized this as I like my white wine in the mid-40s. However it does function well, is a very nice looking refrigerator, and I don't find it to be too loud like some other reviewers (maybe that depends on the surface on where it sits.) Also note that it only fits slim bottles of wine - anything that is a bit larger in circumference on the bottom only fits in a few of the spaces."
B00VLX20YY,Kalamera 28 Bottle Stainless Steel Freestanding Wine Refrigerator,Major Appliances,3,"Nice unit, however, only works with what I would say is standard slim wine bottles. Any bottle that is odd size will not fit on the racks.  So, to use the fridge for varying size wine bottles you would have to remove some shelves to allow them to fit which reduces the capacity.  I'm sending mine back, which has not been a problem so far working with Amazon."
B002W8GV8S,"Whynter FM-85G 85-Quart Portable Refrigerator/Freezer, Platinum",Major Appliances,2,"Great Size, Great Idea, Poor Product.  Decides to not cool on its own and causes everything to thaw out."
B00ASQVO5Q,SPT WC-2461H Double-Door Dual-Zone Thermo-Electric Wine Cooler with Heating,Major Appliances,5,"Keep everything at 55 degrees, and don't overstress it and it works great- after the first 4 weeks so we'll see."
B000UW20T2,Broan 422401 ADA Capable Under-Cabinet Range Hood,Major Appliances,5,"We love this cabinet hood and at the price we got it at, it was a STEAL compared to the local hardware stores. It was easy to install and it worked so well for our house."
B000TDD5OG,Koolatron Coca Cola 28-Can Fridge,Major Appliances,2,It leaks water out the door.  the carpet where it sits remains wet.
B00TLOVFU0,KITCHENAID FRENCH DOOR FRIDGE *BRAND SOURCE ONLY*,Major Appliances,1,"Purchased Dec 2012. In May 2015 icemaker quit working-had to be replaced at my cost. Used a kitchenaid recommended service company in NC (one of 2 in our area). August 2015 refrigerator and freezer quit working. Compressor was replaced by same service repair co.( under warranty). unit worked for  2 hours and then quit. Service company stalling on coming back. Call to kitchenaid was worthless. After they shame you because you didn't buy the extended warranty.(expect a fridge to last more than 3 years) they explain that it is after all &#34;manmade&#34; They refuse to admit there is a problem with this unit. Any suggestions on how to get a recall going? I would give it zero stars, but amazon won't let me."
B00VRUEEXQ,35-6780 Pump For Maytag Washer,Major Appliances,5,"Yes, this was just what I needed to get the old washer humming again.  It did not fit the cabinet exactly, but I took a chunk of metal out of the back of the cabinet and it went in nice as pie,"
B005NTVEKI,"Blue Ocean 30"" RH319 Stainless Steel Wall Mount Kitchen Range Hood",Major Appliances,4,Just completed a kitchen remodel and its beautiful; loud but beautiful.
B00F21F2KK,NEW PART 9704230 GENUINE FSP OEM FACTORY ORIGINAL BLENDER DRIVE COUPLING FOR KITCHENAID AND WHIRLPOOL - REPLACES PART NUMBER 831718,Major Appliances,5,"I bought this to repair our KitchenAid blender, model KSB5WH4. I could have purchased the part from several suppliers ranging in price from $4.86 to $9 and most charged a little more for shipping. This part from Amazon does seem to be the same factory certified part as described and the package says &#34;made in US&#34; which is nice. Very easy replacement.<br /><br />The coupler on our blender broke apart, that is, the hard, black rubber part broke apart and so only the metal core/insert remained on the blender. I read a few online instructions on replacement and then watched a few youtube videos showing the replacement. Instructions are included with this part and includes a few photos. removal of the old coupler is even easier than the youtube videos show.<br /><br />The coupler core appears to be made of aluminum and is screwed onto a hardened steel shaft. The instructions require you to insert a flat screw driver under the old coupler and just pry it up a few times, rotating your position until it comes off. Because the coupler core is aluminum, it's really just prying the threads up which give way to the harder steel. Once off, you remove any bits of aluminum threads that came off. Then simply screw the new coupler onto the threaded shaft. You can and just need to hand tighten it, counter clockwise. The normal blending motion/direction tightens the coupler further. It literally took me all of 90 seconds to complete the whole replacement."
B00MVVI19I,"Midea WHS-87LW1 Compact Single Reversible Door Refrigerator and Freezer, 2.4 Cubic Feet, White",Major Appliances,4,"Works fine, but came out of the box dented in several places. It is pretty quiet, gets nice and cold, the door seals well, and there is lots of room inside. It is a great choice for putting under your desk at work. Just don't expect it to be pretty."
B00IY7BNUW,Avalon Bay Portable Ice Maker,Major Appliances,5,"I purchased this as a gift for my parents, who frequently take their camper to the lake. They LOVE this ice maker and are constantly telling me how easy it is to use, and how quickly it works. They highly recommend it."
B00NBBPYNI,"3-pack - Whirlpool 4396841 ""Fast Fill"" Compatible Water Filter By Clear Sip",Major Appliances,5,A real $$$ saver.  They fit perfectly with no leaks.
B00JF7ZUQS,"Kenmore 46 9991, 469996, GE MWF compatible water filter",Major Appliances,5,I used this in my GE side by side refrigerator. works just like the original and much cheaper than purchasing in the store. I would definitely purchase again.
B00NVGA0Z0,"The Laundry Alternative Miniwash Portable, Compact Mini Washing Machine (Blue) with 3 Year Full Warranty",Major Appliances,3,Honestly I would just wash the clothes by hand faster and easier.
B00IY7BNUW,Avalon Bay Portable Ice Maker,Major Appliances,5,Looks good and works quickly.
B00JG8B42K,"OnePurify RFC0800A Water Filter Replacement Cartridge, 2 Pack",Major Appliances,1,Terrible Product.  I couldn't figure out why my water stopped working after a month.  I put a PUR filter in and it has been working as expected.  Not worth the cheaper price!!
B00M9IC5E0,"8536974 - DRYER REPAIR KIT (4 ROLLERS, BELT, IDLER WHEEL, CLIPS, WASHERS) FOR ALL MAJOR BRAND DRYERS",Major Appliances,5,Perfect!
B00BS2XUWO,"Ramblewood High Efficiency 4 Burner Natural Gas Cooktop, Sealed Burner GC4-50N",Major Appliances,5,but it has not been installed yet!  Very nice looking stove top!
B004ZU09QQ,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,3,"Quiet, but does not seem like 1000 watt power."
B00MMRFNNS,"Midea WHS-65LSS1 Compact Single Reversible Door Refrigerator and Freezer, 1.6 Cubic Feet, Stainless Steel",Major Appliances,5,Perfect!
B001212DWE,Goldstar MV1502B 1.5 Cu. Ft. Over the Range Microwave,Major Appliances,1,This is the microwave my neighborhood's used. Neighbor's went out 2 years ago. Mine last week. Both - the microwave stopped heating. Seems like a common issue with previous review
B00SNKU7VQ,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,5,Works & fits great in my Kenmore side by side.
B00OYBRCUW,Vinyl Quilted Washing Machine Dryer Cover Zippered Zipper Top Dust Colors New !,Major Appliances,4,Works great even in exposed weather like rain and wind. I live in the tropics in Hawaii. One con is that the zipper could be more durable. I can see it ripping after a while.
B00FBJCIZU,SquareTrade 4-Year Large Appliance Protection Plan ($0 - 250),Major Appliances,5,I will never hesitate to purchase the square trade protection plans.  Our Sharp AQUOS 70&#34; TV died at 13months.  Square Trade had a list of options for replacing the TV to us in 24 hours and a new TV here in our home within a week of contacting them.  This is a service organization that understands and appreciates what it means to service their customers.
B000FRVV4W,Rotating Dishwasher Magnet by RSVP International,Major Appliances,5,"Works wonderful for a mixed family. However, younger children like to play with it. Sometimes you just can't win!"
B0087PJE20,Kenmore Dishwasher Silverware Basket 8562080 White,Major Appliances,4,"Have had this for over a year now. No issues. Very durable. We use the dishwasher every day with a big family, so this gets it's use."
B003O4QDWS,Speed Queen AWN412 3.3 Cu. Ft. White Top Load Washer,Major Appliances,5,"I love this machine! and the matching dryer too!<br /><br />Ok to set the record straight. About 4 years ago I fell for the &#34;all about being green front loader&#34;.  I bought an LG Front loader...It has been one of the most miserable 4 years of doing laundry imaginable. I would have never expected such an absolute nightmare. My laundry room has been stacked sky high with clothes that stink so bad that I would have to re-wash them four or five times until they were even wearable. I tried everything, I called the manufacture and begged for guidance! After multiple washings, I would resort to filling the bathtub and soaking all of the dark clothes. I even turned to using bleach - which I haven't used in decades. I couldn't take it anymore. I bought the Speed Queen AYN412 and the matching Dryer. I couldn't be happier with my new SPEED QUEEN I LOVE IT!. I would highly recommend this product.<br /><br />I received my new Speed Queen Washer and Dryer four days ago. It is fantastic! Yes... It looks and acts old-school. (It is true that my neighbor did kind of snicker when she saw it and even more when I told her how happy I was about my new Washer and Dryer) But I love this washer and dryer set. The clothes come out clean smelling and the towels are so fluffy! They look and feel like they have been actually washed. I know right? Imagine that! The clothes come out of the dryer warm and mostly wrinkle free. I can put in as many clothes in this machine as my old LG Front loader with no problem.  I have washed 16 loads of wash in 4 days. I have washed everything from white towels to washable delicate silk and even pantyhose.... Every load - Perfect every time! AND you might want to sit down for this... It takes 50 minutes to wash AND dry a load of laundry. Yep this working mom is very happy about that.  GOODBYE crappy - beat the heck out of the my clothes LG Front loader... Goodbye Forever - we are never never ever getting back together..... P.S. ... As far as the water savings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me.vings... are you kidding? one load being washed five times only to be sent to a full bathtub doesn't look like any kind of savings to me."
B003XEF7DK,10 Washing Machine Lint Traps Aluminum Mesh With Clamps,Major Appliances,2,Seem to work except aluminum does not rust and these do. Will not buy again
B00AW04ZMM,Panda Small Compact Portable Washing Machine 7.9-15lbs with Spin Cycle …,Major Appliances,5,Use this washing machine when I'm out in my RV.  Works great and saves me money and time visiting laundry mats. Love this product!
B002ZNI1YW,"Whirlpool Part Number 3181304: Knob, Control (Black)",Major Appliances,1,The part did not match the part for my stove even though I used the model #.
B001E6LAH6,Broan 883001 Under-Cabinet Range Hood,Major Appliances,5,works great!
B00TKHBU0I,"LG PAIR SPECIAL-""WILD CHERRY RED"" Ultra Large Capacity Steam Laundry System with Matching Pedestals, and ELECTRIC Dryer(WM3370HRA_DLEX3370R_WDP4R X 2)",Major Appliances,5,"I have only had this LG Pair for about six weeks.  The underneath storage drawers came with this set and I feel that I receive a great deal.  As far as performance, so far amazing!  With a large household, I believe we have cut our time in half at least for washing and drying and the cloths look and smell clean.  The units are very quiet; our laundry room is next to the kitchen, next to open den and you cannot hear them during operation.  At first we did have a rocking motion from the washer; however, we failed (at first) to level with a level and very important on the feet of the washer and dryer is to adjust the feet, level and use the locking bolt on each foot.  Once we leveled the machines and used the locking bolt to lock each foot in place, we had no additional rocking problems from the washer.  We are following all of the operation procedures for the machines, if you have not owned a front loader before there are a few additional maintenance/clean out producers one must incorporate in bi-weekly and monthly routines, but other than this they work as expected and above.  I hope this continues for many years and maintenance and breakdowns do not plague us as I have read about on a few reviews.  My two sets before this LG Pair was Roper sets and they each lasted over 10 years each with few easy maintenance problems (a couple of replaced heating elements on the dryer; very simple to perform on a Ropers).  It may be unrealistic, however, I do hope to come close to 10 years of few maintenance problems with these LG's also (I realize there are more parts, digital, etc).  They look and feel quality made.  For the present, I am very happy with the pair and their performance."
B004Y26MQ6,Maytag Jetclean Plus Series MDB7749AWM Full Console Dishwasher 14-Place Settings. Stainless Steel,Major Appliances,1,"Maytag is garbage, avoid at all costs.  Product fails with less than a year of use...  Only value you will get is the scrap value of the steel."
B00EKZDNFA,"GE WB44X5099 Oven Bake Element Fits GE & Hotpoint Ovens, Designed & Engineered by Think Crucial",Major Appliances,5,Great deal aaaa+
B005GSZB7I,"Whirlpool Stainless Look Countertop Microwave, 0.5 Cu. Feet, WMC20005YD",Major Appliances,4,It's bigger than I thought.
B00JCG9H0W,"Electrolux EI24ID50QS 24"" Built-In Dishwasher with IQ-Touch Controls,",Major Appliances,1,"[[ASIN:B00JCG9H0W Electrolux EI24ID50QS Built-In Dishwasher with IQ Touch Controls, 24-Inch, Stainless Steel]] This has been disappointing, to say the least. We had the dishwasher professionally installed, and ran a test cycle. A little more than half way through the cycle, it beeped and gave an error message. I called customer service number and spent two hours in the circle of hell known as voicemail carousel, cut-off, call back, runaround, &#34;try this number instead,&#34; and so on. Finally got a repairman out, twice now, and it still has not run through a complete cycle without shutting down with an error message. It has now been 3 weeks since we bought it, and nearly 2 weeks since we had it installed, and we still do not have a working dishwasher. Update: After the backordered parts were installed, it immediately sprung another leak before finishing a load of dishes. More parts have been backordered. It has now been 46 days since I ordered this, and it has never run through a cycle. Electrolux has refused to refund, but Amazon is considering making an exception to their 30 day return policy since the backordered parts kept me waiting."
B00KNL7RG6,"NewAir WCD-200W Hot and Cold Water Cooler, White",Major Appliances,1,did not work properly
B00IZ5HL3G,Avalon Bay Portable Ice Maker,Major Appliances,5,Thanks!
B005AHGEQC,FAFW3801LW Affinity Series 3.26 Cu. Ft. Front Load Washer with Vibration Control System Stay Fresh Door Seal WashSense Technology Express-Select Controls and Delay Start,Major Appliances,1,"So disappointing. Like another reviewer said, you constantly have to tear this thing apart when it stops draining, to unclog the filter. Now sure how quarterS and socks and undies manage to even get in there, but it's a huge pain in the ass!! 3rd time in 2 1/2 years that I had to unclog it only to realize the pump burned out! Oh and the door has had a leak since day one but of course, the repair men say whatever they can to avoid actually fixing it. Needless to say, after 3 visits from them, washer is still broken and out of warranty. GARBAGE!"
B004ZUWBVW,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,5,DANBY WAS THERE FOR US WHEN NO ONE ELSE WAS<br />#Freshmen #LonerLife
B002GZND6U,Supco RIM597 Universal Icemaker,Major Appliances,5,Installed in 5 minutes and worked like it suppose to.
B001PAWUWK,NEW Replacement Part - Frigidaire Washer Drain pump assembly Part# 134051200,Major Appliances,5,Just as expected!!!  AAA+++
B00KJ8ZR74,"New 3977767 Dryer Heater High Limit Auto Reset Thermostat for Whirlpool, Kenmore, Roper and Sears",Major Appliances,4,Works perfectly
B00SVWK6NA,"Eureka 30"" Stainless Steel Wall Mount Range Hood",Major Appliances,5,"love it! looks great in my kitchen, functions well"
B0002DUUL4,"Samsung Microwave Glass Cooking Tray - 12.5""",Major Appliances,5,"We have an older Samsung and the turn table plate finally cracked and broke. This replacement is the perfect fit and though pricey, it is worth it. Now the food goes round and round again when we cook in the microwave."
B001AH3K72,"Dundas Jafine UD48S 4""/90 Inlet, Straight Outlet",Major Appliances,5,Well Made and fit exactly like it was suppose to.
B0050KJOQ6,"1 X 3949247 WASHING MACHINE LID SWITCH REPAIR PART FOR WHIRLPOOL, AMANA, MAYTAG, KENMORE AND MORE",Major Appliances,4,It was good
B004ZU09QQ,Danby 0.7 cu.ft. Countertop Microwave,Major Appliances,5,Really love this microwave. Has the one touch settings that I wanted along with the +30 seconds button.  Its a great size for a countertop.  It can be a little noisy when it beeps as others have said.
B003V9XR9I,"Samsung SMH9187 1.8 cu. ft. Over-the-Range Microwave with Sensor Cooking, Electronic Touch Control,",Major Appliances,1,"Same as everyone else, NEVER buy Samsung major kitchen appliances. I spent over $5K a little over 5 yrs ago. Dishwasher died in 18m and had to be fully replaced, Bosch working great since the. Refrigerator ice maker died at 2yrs, replaced and 2nd one just died at 3yrs old last month. Now SMH9187 microwave, that worked okay at least for 5 yrs in very light use, just died with broken door latch (like dozens of others hit). Fixed it per YouTube video by drilling new hole in plastic door latch and moving spring. That worked fine but in middle of night 2 days before that, microwave beeped in middle of the night on its own, then had E-13 on the display.   Reset it and now getting either the dreaded SE error or worse, it literally in under 5 minutes suddenly turns on by ITSELF showing something about cooking a potato! Now after seeing hundreds of similar complaints including that microwave caused at least a couple fires I'm now scared to leave it plugged in when not home, especially since I have 3 pets. Going to replace with nice GE new one. Last GE microwave lasted over 12yrs!  Also had 2 Samsung LCD TV's, 1 BluRay and 1 DVD player all die in under 2yrs too.  NEVER, EVER GOING TO BUY ANYTHING FROM SAMSUNG AGAIN!!!  Shame on them for fooling me more than once but beyond shame on them for their utter lack of safety and concern for their customers!"
B00KJ07SEM,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,Fit as advertised.  Just make sure to run a couple gallons through it as directed.
B00LKKITI4,"NEW Part # 5300622034, AP2135128, 351, AH451032, EA451032, PS451032 - Replacement Electric Dryer Restring Heating Coil for Frigidiare Electrolux Gibson Westinghouse Dryers (Works with Heater Housing , 131553900, AP2107129, 131475400, 131505700, 407685, AH418120, EA418120, PS418120)",Major Appliances,5,Works as it should. Gets hot!!
B004Y3C9J4,"Avanti 1.7 Cu. Ft. Superconductor Compact Refrigerator, Black",Major Appliances,3,"Love the refrigerator, quiet, perfect size, love light inside.<br />Upon receiving it big  dent in the back corner. Needed for that week so I kept it, other wise I would have sent it back.<br />I read other reviews with the same issue,  I wonder it these are dented to begin with and they send them out. The company knows what a hassle it would be to return them. disappointed on packaging. Very light weight boxes. Needs better quality control..."
